2018-11-15T15:59:56.048952	2b:86:7a:ba:81:75	random	-83
2018-11-15T15:59:56.049847	35:6c:2c:46:d8:b4	random	-78
2018-11-15T15:59:56.050348	2a:9c:05:c3:6f:e1	random	-94
2018-11-15T15:59:56.050806	25:28:a4:9b:be:c5	random	-96
2018-11-15T15:59:56.051271	79:27:6e:97:45:78	random	-80
2018-11-15T15:59:56.051760	13:10:16:6a:b4:8e	random	-77
2018-11-15T15:59:56.564292	2b:86:7a:ba:81:75	random	-84
2018-11-15T15:59:56.565665	35:6c:2c:46:d8:b4	random	-89
2018-11-15T15:59:56.566621	20:b9:a7:62:6d:8d	random	-96
2018-11-15T15:59:56.567587	25:28:a4:9b:be:c5	random	-97
2018-11-15T15:59:56.568731	44:cb:09:bf:4b:7a	random	-72
2018-11-15T15:59:56.569753	53:0e:e6:0b:fa:4d	random	-84
2018-11-15T15:59:56.570754	79:27:6e:97:45:78	random	-84
2018-11-15T15:59:56.571740	13:10:16:6a:b4:8e	random	-83
2018-11-15T15:59:57.092279	2b:86:7a:ba:81:75	random	-84
2018-11-15T15:59:57.093723	35:6c:2c:46:d8:b4	random	-84
2018-11-15T15:59:57.094706	2a:9c:05:c3:6f:e1	random	-90
2018-11-15T15:59:57.095676	20:b9:a7:62:6d:8d	random	-99
2018-11-15T15:59:57.096646	25:28:a4:9b:be:c5	random	-95
2018-11-15T15:59:57.097591	44:cb:09:bf:4b:7a	random	-93
2018-11-15T15:59:57.098717	63:c1:c6:44:7b:49	random	-97
2018-11-15T15:59:57.099896	79:27:6e:97:45:78	random	-85
2018-11-15T15:59:57.100924	13:10:16:6a:b4:8e	random	-82
2018-11-15T15:59:57.621062	2b:86:7a:ba:81:75	random	-85
2018-11-15T15:59:57.622508	35:6c:2c:46:d8:b4	random	-90
2018-11-15T15:59:57.623483	2a:9c:05:c3:6f:e1	random	-96
2018-11-15T15:59:57.624695	20:b9:a7:62:6d:8d	random	-93
2018-11-15T15:59:57.625723	25:28:a4:9b:be:c5	random	-94
2018-11-15T15:59:57.626729	30:b9:79:91:16:69	random	-93
2018-11-15T15:59:57.627728	7e:8e:5a:9e:f9:90	random	-97
2018-11-15T15:59:57.628907	44:cb:09:bf:4b:7a	random	-89
2018-11-15T15:59:57.629921	53:0e:e6:0b:fa:4d	random	-94
2018-11-15T15:59:57.630911	79:27:6e:97:45:78	random	-80
2018-11-15T15:59:57.632062	13:10:16:6a:b4:8e	random	-81
2018-11-15T15:59:58.152284	35:6c:2c:46:d8:b4	random	-89
2018-11-15T15:59:58.153715	2b:86:7a:ba:81:75	random	-83
2018-11-15T15:59:58.154682	2a:9c:05:c3:6f:e1	random	-89
2018-11-15T15:59:58.155666	20:b9:a7:62:6d:8d	random	-96
2018-11-15T15:59:58.156648	25:28:a4:9b:be:c5	random	-95
2018-11-15T15:59:58.157779	30:b9:79:91:16:69	random	-93
2018-11-15T15:59:58.158976	44:cb:09:bf:4b:7a	random	-88
2018-11-15T15:59:58.160024	53:0e:e6:0b:fa:4d	random	-94
2018-11-15T15:59:58.161045	79:27:6e:97:45:78	random	-88
2018-11-15T15:59:58.162054	13:10:16:6a:b4:8e	random	-82
2018-11-15T15:59:58.682337	35:6c:2c:46:d8:b4	random	-90
2018-11-15T15:59:58.683748	2b:86:7a:ba:81:75	random	-95
2018-11-15T15:59:58.684695	2a:9c:05:c3:6f:e1	random	-89
2018-11-15T15:59:58.685650	20:b9:a7:62:6d:8d	random	-97
2018-11-15T15:59:58.686624	25:28:a4:9b:be:c5	random	-94
2018-11-15T15:59:58.687564	30:b9:79:91:16:69	random	-93
2018-11-15T15:59:58.688695	7e:8e:5a:9e:f9:90	random	-94
2018-11-15T15:59:58.689669	44:cb:09:bf:4b:7a	random	-94
2018-11-15T15:59:58.690664	53:0e:e6:0b:fa:4d	random	-91
2018-11-15T15:59:58.691834	13:10:16:6a:b4:8e	random	-80
2018-11-15T15:59:59.211126	35:6c:2c:46:d8:b4	random	-87
2018-11-15T15:59:59.212554	2b:86:7a:ba:81:75	random	-98
2018-11-15T15:59:59.213511	20:b9:a7:62:6d:8d	random	-95
2018-11-15T15:59:59.214468	25:28:a4:9b:be:c5	random	-94
2018-11-15T15:59:59.215430	fb:7a:8c:09:78:3a	random	-82
2018-11-15T15:59:59.216579	30:b9:79:91:16:69	random	-92
2018-11-15T15:59:59.217602	44:cb:09:bf:4b:7a	random	-87
2018-11-15T15:59:59.218785	63:c1:c6:44:7b:49	random	-97
2018-11-15T15:59:59.219823	79:27:6e:97:45:78	random	-85
2018-11-15T15:59:59.220828	13:10:16:6a:b4:8e	random	-78
2018-11-15T15:59:59.741155	35:6c:2c:46:d8:b4	random	-91
2018-11-15T15:59:59.753219	2b:86:7a:ba:81:75	random	-86
2018-11-15T15:59:59.754766	2a:9c:05:c3:6f:e1	random	-96
