shift,Jeff,Han,Perry,Tony,Jason,Ray
0,0.7565176151956816,0.6046793461958806,0.8532485242315057,0.9217714056114448,0.7664841963381033,0.9258608947226771
1,0.7676248395954873,0.6074755232540894,0.8546303632292821,0.9117881062148834,0.7795014684341297,0.9327730834204178
2,0.7731511792337094,0.6063598413470661,0.8524617178559644,0.9145395893225459,0.7802149860875136,0.9248572106800956
3,0.7718417468828767,0.601213407994972,0.8402604081857252,0.9165318420607189,0.8024078360219176,0.9122252592712736
4,0.771653510451832,0.5975585587322634,0.8417861217194106,0.9176464608436878,0.7978723613365226,0.9115052639078547
5,0.7516441343612965,0.5889406263011967,0.858603809618232,0.9157170190786847,0.8010723016128047,0.9116858327562543
6,0.7520116203548382,0.5867461487583384,0.8585533890851142,0.9116838805603318,0.7941432211929584,0.9180140998702464
7,0.7477383573102641,0.583919867852259,0.8523469767526872,0.9150849205032725,0.7952396238336079,0.911947756871788
8,0.7528997379001349,0.5753053962364225,0.8482217340219391,0.9159350073399083,0.7915210719496738,0.9079669866426373
9,0.7486585060676647,0.5882473545108543,0.8598047544323633,0.9081510162379652,0.795893838339177,0.9053638913462551
10,0.7477070302429476,0.5890611996948765,0.8548704955074475,0.9076399495178018,0.8003813774803785,0.9030905582175784
11,0.7465320783571778,0.5821233937506337,0.8614072679912999,0.9054984996603251,0.7866717396752865,0.9007549859940268
12,0.7558745220223086,0.5862780361013206,0.8636913336125769,0.9041972010384375,0.7838818411723651,0.9000810005819166
13,0.755783719546052,0.5587640115461038,0.8536582086145472,0.8994497990248802,0.7805954144566736,0.8983986348838366
14,0.7580922812620392,0.5546151413602001,0.8540801916261707,0.90321385473546,0.7799462676313833,0.8965337435284768
15,0.7567613519666965,0.5457014097710251,0.853478133484439,0.9035757520519463,0.7812929046696564,0.8883625997498402
16,0.7571128803555419,0.5476463149641204,0.8569224634933001,0.89535888296265,0.78619996704338,0.8843618870813785
17,0.7697135995238169,0.5512193293024781,0.8517672689991969,0.8892821217844527,0.7843121462123326,0.876539043368416
18,0.7640496586113357,0.5565383175597961,0.8470482042815676,0.8993612373279272,0.7938852238024574,0.8721804991305424
19,0.764427644953095,0.5516605638040479,0.851086297441216,0.8867531462297831,0.7850627835312048,0.8555844223946371
20,0.7572077724804205,0.5462798026993574,0.8577925002298775,0.8839656793013091,0.7874792467924414,0.8557620060752288
21,0.7553295275260228,0.5411253684876801,0.8594194419172236,0.8864853410275975,0.7820270551719428,0.8570717266635155
22,0.7509851004020032,0.5373832586931464,0.8624876891318607,0.8875097638047491,0.7814545335130239,0.8571317930475832
23,0.7602069423194987,0.5474100691242242,0.8486113218871649,0.8835366907481778,0.7667348764178772,0.8544254794929018
24,0.767412878372224,0.550621035219878,0.8511664379582142,0.8884544889614803,0.7660213485882839,0.8547282612256182
25,0.7711429671999632,0.5490081391701438,0.85374985969264,0.8856451651488324,0.7613107148640299,0.853075866162154
26,0.7666357801265202,0.550191005609881,0.8576398352522172,0.8844457512356882,0.7538647273125838,0.8580886870448436
27,0.7845856254935752,0.55559500216213,0.8568593658258405,0.8766536885445068,0.741626306454519,0.8557852594838276
28,0.7922954597111549,0.5493312743016445,0.8523858411108592,0.8778001077286567,0.7418879206615593,0.8575929868333282
29,0.7894666811832316,0.5417221323507382,0.8499496255060364,0.8780940356085138,0.7360998707278007,0.8531145317213433
30,0.7901126843135025,0.547959348015883,0.8483796173833336,0.8764385388494661,0.7434227995841636,0.85525513135625
