shift,Jeff,Perry,Tony,Mack,Jason,Ray
0,0.44478428832345385,0.5994018819500196,0.5330900584543505,0.6046793461958806,0.3787063849381572,0.5702254108582698
1,0.4471824689112289,0.5918428173110217,0.527659846464013,0.5969896216240426,0.39429532916389115,0.5752735031948113
2,0.4451557601655439,0.5841259439328659,0.5229486443211054,0.6002998705822464,0.39428033670668017,0.5804030604019519
3,0.42792552415032764,0.5940282905877982,0.522260463508114,0.5954068599055156,0.41387415224019664,0.5719798039823916
4,0.4356808943394457,0.5932345417831784,0.528112844638031,0.5975364737311392,0.4135046566168379,0.5750244035890474
5,0.419062611786324,0.6035575531421338,0.5263739824299516,0.6000020646641142,0.4176487091261838,0.5736166574324484
6,0.4161480266956323,0.6038716454340531,0.5372433420780706,0.6018881632198567,0.4156724106563844,0.5667988493539716
7,0.4201510086303538,0.593820189473179,0.53379557832888,0.6009689811250798,0.4175352827900606,0.566916055288622
8,0.4140869494348776,0.596050805449072,0.5311102018820915,0.5975313960245455,0.4235998167985009,0.5697834768387354
9,0.4222765392620117,0.6044822258542071,0.519912319884544,0.5839509715865631,0.43518480082786126,0.562313343605564
10,0.4297183985231181,0.5943851969030005,0.5187629068696886,0.5809089732626942,0.43688492069006357,0.5611447018708959
11,0.40778941537600544,0.5934149020241348,0.5218021038479659,0.5775862876107828,0.4157202075844152,0.5633501736862379
12,0.4194024036061006,0.591665778615909,0.5267441456903055,0.5821383711182782,0.4184921793173405,0.5626296531847872
13,0.4062481312696651,0.5678297387327083,0.5152641603938976,0.5920854912150337,0.41867682378096066,0.5714714641977334
14,0.4064069897776631,0.568130382838164,0.5340288891072819,0.6017240073955041,0.4228763920693218,0.5685433646516559
15,0.4106208882958021,0.5673865667463842,0.5361560970594768,0.6023374972323493,0.42448540221820674,0.5744624297039845
16,0.4154065453283441,0.5728811141482997,0.5253044692580386,0.6043964017297794,0.44159041712922165,0.5738047255492106
17,0.4138845157389544,0.5736159252618219,0.518779067168951,0.6011052898575802,0.44161466055386117,0.5686700853190563
18,0.4091323204683789,0.5776195433384557,0.5336138196529912,0.5991856470570323,0.4427172136555608,0.5708775341040379
19,0.4245756446572494,0.5763017438520424,0.5352936358269267,0.6000787075832885,0.4286432834043496,0.5631948463493335
20,0.4231021334604694,0.5719557544371585,0.5330199329233728,0.5965407095398685,0.41928805982106265,0.5631086361834192
21,0.41991626997879694,0.5720257708305853,0.5332206394246265,0.5957307030441636,0.41183529922161755,0.5625200117669962
22,0.42158438383693875,0.5694692323125151,0.5293211501320432,0.6004199101438947,0.42711031890972173,0.5650038098569796
23,0.43820333353254026,0.5626599848725775,0.5272522651181661,0.5976135000438968,0.442657896869294,0.5666713237669306
24,0.4414912934703943,0.5697556726907983,0.5254088332812257,0.6029122093316092,0.4520641800445595,0.5651893371470289
25,0.4691657561245642,0.5631586384704362,0.5256953498405177,0.5959369551984428,0.45682514198407254,0.5726615252268321
26,0.46406120437045534,0.5599808798327561,0.528146253006774,0.5756809251190178,0.4528857364975591,0.5781337594157854
27,0.48166384163353215,0.5564848977952643,0.5270810115402556,0.585596599361792,0.46710686941851737,0.5775545294320343
28,0.47873647956949583,0.546226617990955,0.5194126715656784,0.588428390306914,0.464140524061069,0.5724326667452535
29,0.48248176421266276,0.5456633099007683,0.5213557178781718,0.6030993051370854,0.47702493672544044,0.5694302156804956
30,0.48185991039016124,0.5445822731972783,0.5334617265634265,0.605587502141191,0.4883869785345456,0.5596224942640372
