shift,Jeff,Han,Perry,Tony,Mack,Ray
0,0.5812623858345949,0.29795455685304695,0.6459914394791761,0.7286681798474521,0.7166748407344359,0.7540861777089183
1,0.5895446494846126,0.3138467867191751,0.6484083213520253,0.7104891059906172,0.7168365958126643,0.7503599291530049
2,0.5895446494846126,0.3138467867191751,0.6484083213520253,0.7104891059906172,0.7168365958126643,0.7503599291530049
3,0.5777090942913874,0.33261904587255764,0.643379378340306,0.7002846735785262,0.721917132969269,0.740590335864278
4,0.5777090942913874,0.33261904587255764,0.643379378340306,0.7002846735785262,0.721917132969269,0.740590335864278
5,0.5586122130439644,0.3121106932097609,0.6413134123017292,0.7119377897088024,0.7263996119245846,0.7307162844993709
6,0.5586122130439644,0.3121106932097609,0.6413134123017292,0.7119377897088024,0.7263996119245846,0.7307162844993709
7,0.5552303195292219,0.3295790938967224,0.6506393666421029,0.7195079562894938,0.7285341661667182,0.7348167895426037
8,0.5552303195292219,0.3295790938967224,0.6506393666421029,0.7195079562894938,0.7285341661667182,0.7348167895426037
9,0.5501567018467626,0.3375214705811455,0.6617336030985326,0.7394439880406651,0.7237264490208252,0.7186637574617515
10,0.5501567018467626,0.3375214705811455,0.6617336030985326,0.7394439880406651,0.7237264490208252,0.7186637574617515
11,0.5534847479258871,0.36058319204638367,0.672723173076639,0.7157064010248455,0.7079817413682272,0.7149840606008105
12,0.5534847479258871,0.36058319204638367,0.672723173076639,0.7157064010248455,0.7079817413682272,0.7149840606008105
13,0.5559985067249367,0.3365060132496061,0.6627346234300717,0.7152638951411104,0.7142087931923121,0.707380582988896
14,0.5559985067249367,0.3365060132496061,0.6627346234300717,0.7152638951411104,0.7142087931923121,0.707380582988896
15,0.5656227688807338,0.3272005653624406,0.6693337191683462,0.7209245586729689,0.7095047387393886,0.6842654483889925
16,0.5656227688807338,0.3272005653624406,0.6693337191683462,0.7209245586729689,0.7095047387393886,0.6842654483889925
17,0.5728629858277648,0.3239490849156045,0.6588771011990876,0.725374357155288,0.7171368467867085,0.6796853463977376
18,0.5728629858277648,0.3239490849156045,0.6588771011990876,0.725374357155288,0.7171368467867085,0.6796853463977376
19,0.5607319283556453,0.32547916872266314,0.6584040529552428,0.7426513147704754,0.7166266220111265,0.6730054140245734
20,0.5607319283556453,0.32547916872266314,0.6584040529552428,0.7426513147704754,0.7166266220111265,0.6730054140245734
21,0.5732289866761473,0.3192267859962178,0.6622212860152458,0.7237821406679429,0.6985568879928336,0.6743817310843279
22,0.5732289866761473,0.3192267859962178,0.6622212860152458,0.7237821406679429,0.6985568879928336,0.6743817310843279
23,0.5752978613181463,0.2887046982823176,0.6441957782089356,0.7054817965128213,0.6857358129229327,0.6562137791534486
24,0.5752978613181463,0.2887046982823176,0.6441957782089356,0.7054817965128213,0.6857358129229327,0.6562137791534486
25,0.5742921918095016,0.27870079064519415,0.6502403566215762,0.7137162562738361,0.6814594753892134,0.6442462611432247
26,0.5742921918095016,0.27870079064519415,0.6502403566215762,0.7137162562738361,0.6814594753892134,0.6442462611432247
27,0.5713500072547134,0.2786197346902116,0.6546289684183533,0.7214738309235798,0.6876193298444842,0.6453576277846125
28,0.5713500072547134,0.2786197346902116,0.6546289684183533,0.7214738309235798,0.6876193298444842,0.6453576277846125
29,0.5752632056983373,0.2880316705918997,0.6610781076299679,0.7306133839014661,0.6765876787152829,0.6505381813258534
30,0.5752632056983373,0.2880316705918997,0.6610781076299679,0.7306133839014661,0.6765876787152829,0.6505381813258534
