shift,Jeff,Han,Tony,Mack,Jason,Ray
0,0.6476899379576613,0.5025945981398291,0.7817782876886207,0.8054437482597174,0.6459914394791761,0.8038463885512392
1,0.6557903112622081,0.5049171465595362,0.7849121691453236,0.8014721575366148,0.6481624521551184,0.8044599169758319
2,0.6557903112622081,0.5049171465595362,0.7849121691453236,0.8014721575366148,0.6481624521551184,0.8044599169758319
3,0.6826138859287127,0.4948166280393477,0.7844631727804303,0.8000572495662167,0.6774505947572069,0.8075405045561733
4,0.6826138859287127,0.4948166280393477,0.7844631727804303,0.8000572495662167,0.6774505947572069,0.8075405045561733
5,0.6762436426351393,0.4811070052575377,0.7757563045376719,0.794213946302204,0.668885993468201,0.8109829669461258
6,0.6762436426351393,0.4811070052575377,0.7757563045376719,0.794213946302204,0.668885993468201,0.8109829669461258
7,0.6681227960239107,0.47912156700170117,0.7823794275906083,0.7991155748081222,0.6672757706971648,0.8048732265471694
8,0.6681227960239107,0.47912156700170117,0.7823794275906083,0.7991155748081222,0.6672757706971648,0.8048732265471694
9,0.6623124942556367,0.476939141438853,0.7780672580131212,0.7931462767523849,0.6587365630879753,0.7935381268922965
10,0.6623124942556367,0.476939141438853,0.7780672580131212,0.7931462767523849,0.6587365630879753,0.7935381268922965
11,0.6639917952765175,0.4898982946861914,0.7636831406252242,0.7909295940347129,0.653501163205577,0.798552552407197
12,0.6639917952765175,0.4898982946861914,0.7636831406252242,0.7909295940347129,0.653501163205577,0.798552552407197
13,0.6671628415372957,0.4821894618607928,0.7521443085936763,0.7900555109784739,0.6715276292814347,0.7929691234758287
14,0.6671628415372957,0.4821894618607928,0.7521443085936763,0.7900555109784739,0.6715276292814347,0.7929691234758287
15,0.7066910322603757,0.46380169606437066,0.7520307954998766,0.7869513663192302,0.6626681649728907,0.7876891998152131
16,0.7066910322603757,0.46380169606437066,0.7520307954998766,0.7869513663192302,0.6626681649728907,0.7876891998152131
17,0.7148843752551088,0.4682527252271472,0.7439505805103401,0.7818644655700897,0.6605207592768998,0.7812907861421914
18,0.7148843752551088,0.4682527252271472,0.7439505805103401,0.7818644655700897,0.6605207592768998,0.7812907861421914
19,0.700638258891364,0.47695768314892434,0.7576409641772628,0.7777015649817803,0.6682833616937778,0.7706814810509566
20,0.700638258891364,0.47695768314892434,0.7576409641772628,0.7777015649817803,0.6682833616937778,0.7706814810509566
21,0.7046040910260986,0.46075552687138055,0.7648150249442918,0.7791454848458681,0.653356962705531,0.7798410146143973
22,0.7046040910260986,0.46075552687138055,0.7648150249442918,0.7791454848458681,0.653356962705531,0.7798410146143973
23,0.706635449476001,0.45301996972167297,0.7582400125228439,0.7794927110345827,0.6655758803867152,0.7853202980214524
24,0.706635449476001,0.45301996972167297,0.7582400125228439,0.7794927110345827,0.6655758803867152,0.7853202980214524
25,0.7110542686049639,0.4298297576000765,0.7635331640623721,0.7771801397234159,0.6692304879513346,0.7850373868087588
26,0.7110542686049639,0.4298297576000765,0.7635331640623721,0.7771801397234159,0.6692304879513346,0.7850373868087588
27,0.6982589014771566,0.43148738581607016,0.7606107274953453,0.7687287059128342,0.6545059970408968,0.7861396993368954
28,0.6982589014771566,0.43148738581607016,0.7606107274953453,0.7687287059128342,0.6545059970408968,0.7861396993368954
29,0.6825901119060018,0.4254172944485687,0.741459801897568,0.7576609554758127,0.6482343351776549,0.7742761676875823
30,0.6825901119060018,0.4254172944485687,0.741459801897568,0.7576609554758127,0.6482343351776549,0.7742761676875823
