shift,Jeff,Han,Perry,Tony,Mack,Jason
0,0.7122017437661831,0.49957601026837173,0.8038463885512392,0.8488873885990168,0.8784391003711678,0.7540861777089183
1,0.7236948442974195,0.4988472513257182,0.8099371410297131,0.851895366240051,0.8774351733373505,0.7523408206578373
2,0.7236948442974195,0.4988472513257182,0.8099371410297131,0.851895366240051,0.8774351733373505,0.7523408206578373
3,0.71986061535308,0.5042915048696527,0.7981592759325422,0.855362906407392,0.8888869639198477,0.7582752198793243
4,0.71986061535308,0.5042915048696527,0.7981592759325422,0.855362906407392,0.8888869639198477,0.7582752198793243
5,0.7042713021316881,0.4968218834705648,0.7996633641707553,0.8603355850435055,0.8871940306345467,0.7458159356477656
6,0.7042713021316881,0.4968218834705648,0.7996633641707553,0.8603355850435055,0.8871940306345467,0.7458159356477656
7,0.6979153636406136,0.4893075165438172,0.7909266071630432,0.8598720155505657,0.8746964151487825,0.7468904654271334
8,0.6979153636406136,0.4893075165438172,0.7909266071630432,0.8598720155505657,0.8746964151487825,0.7468904654271334
9,0.6951746542866811,0.4786430672361716,0.8132476487604781,0.8680223258337907,0.868543864482626,0.7384093150137911
10,0.6951746542866811,0.4786430672361716,0.8132476487604781,0.8680223258337907,0.868543864482626,0.7384093150137911
11,0.6941616826394362,0.4699765948351351,0.8104710091979246,0.8682861418936147,0.8478674955182475,0.7284616170880489
12,0.6941616826394362,0.4699765948351351,0.8104710091979246,0.8682861418936147,0.8478674955182475,0.7284616170880489
13,0.6974969100929125,0.45342675260775256,0.8004499448984432,0.8615734914914449,0.8564364065723569,0.7375066344822552
14,0.6974969100929125,0.45342675260775256,0.8004499448984432,0.8615734914914449,0.8564364065723569,0.7375066344822552
15,0.7010379064866818,0.43489642786531874,0.8008042061828848,0.8602721974860902,0.8624161216749836,0.7414387424742164
16,0.7010379064866818,0.43489642786531874,0.8008042061828848,0.8602721974860902,0.8624161216749836,0.7414387424742164
17,0.7258988417500511,0.4299301132952257,0.801710664580938,0.8649661468588667,0.869266453544788,0.7424475843610281
18,0.7258988417500511,0.4299301132952257,0.801710664580938,0.8649661468588667,0.869266453544788,0.7424475843610281
19,0.7058078695831462,0.4413290727361599,0.8114505851532704,0.878196278489169,0.8746733650279729,0.7372879274688027
20,0.7058078695831462,0.4413290727361599,0.8114505851532704,0.878196278489169,0.8746733650279729,0.7372879274688027
21,0.7167826457639357,0.43725952903566545,0.814530659266268,0.8733556843501027,0.8654247942933242,0.7381656682214757
22,0.7167826457639357,0.43725952903566545,0.814530659266268,0.8733556843501027,0.8654247942933242,0.7381656682214757
23,0.7238560630451807,0.4520102098098746,0.794431440056957,0.8580415198984661,0.8720151887066199,0.7438650083207627
24,0.7238560630451807,0.4520102098098746,0.794431440056957,0.8580415198984661,0.8720151887066199,0.7438650083207627
25,0.7239393879227636,0.43887841182095405,0.7971000383507055,0.8673106083273204,0.8732535106212735,0.7506171062291604
26,0.7239393879227636,0.43887841182095405,0.7971000383507055,0.8673106083273204,0.8732535106212735,0.7506171062291604
27,0.720441758793341,0.44633218892489557,0.7925403436075559,0.868270091914237,0.8734984516650248,0.7442176566660134
28,0.720441758793341,0.44633218892489557,0.7925403436075559,0.868270091914237,0.8734984516650248,0.7442176566660134
29,0.7194912508004191,0.4470186608914829,0.8089752159468714,0.8745002755610627,0.8571719077678364,0.7259224116768126
30,0.7194912508004191,0.4470186608914829,0.8089752159468714,0.8745002755610627,0.8571719077678364,0.7259224116768126
