shift,Han,Perry,Tony,Mack,Jason,Ray
0,0.3832725109962148,0.6476899379576613,0.6643759349844158,0.6711773242497148,0.5812623858345949,0.7122017437661831
1,0.35686271396006597,0.647378352706383,0.6686379756172182,0.6686629484431219,0.5884649053607988,0.7012379254627078
2,0.35686271396006597,0.647378352706383,0.6686379756172182,0.6686629484431219,0.5884649053607988,0.7012379254627078
3,0.35166468834044873,0.6227643279644451,0.6597043657626329,0.665883430746579,0.5961941398190835,0.6967196139306576
4,0.35166468834044873,0.6227643279644451,0.6597043657626329,0.665883430746579,0.5961941398190835,0.6967196139306576
5,0.32865106677537914,0.624310071416309,0.6556625874759124,0.66813580523295,0.5637888226539077,0.6954558458192228
6,0.32865106677537914,0.624310071416309,0.6556625874759124,0.66813580523295,0.5637888226539077,0.6954558458192228
7,0.32611833022763503,0.6081598788985407,0.6500328264716024,0.6624190979853876,0.5699170096442461,0.6984620168465274
8,0.32611833022763503,0.6081598788985407,0.6500328264716024,0.6624190979853876,0.5699170096442461,0.6984620168465274
9,0.331784879945505,0.638646924351911,0.6518855519053177,0.6681248772680524,0.5754476459387241,0.7102601924048131
10,0.331784879945505,0.638646924351911,0.6518855519053177,0.6681248772680524,0.5754476459387241,0.7102601924048131
11,0.3425022647547429,0.6383502168116347,0.6487564786674233,0.675078836308083,0.5844272608668006,0.7110573713072019
12,0.3425022647547429,0.6383502168116347,0.6487564786674233,0.675078836308083,0.5844272608668006,0.7110573713072019
13,0.3637854063976386,0.6259771852559097,0.6487621441078985,0.6892111440817469,0.5921245422354744,0.698824185087535
14,0.3637854063976386,0.6259771852559097,0.6487621441078985,0.6892111440817469,0.5921245422354744,0.698824185087535
15,0.35259091518009467,0.6331138500393805,0.6695502019518433,0.6898865802314387,0.5913313462842484,0.7093869303594265
16,0.35259091518009467,0.6331138500393805,0.6695502019518433,0.6898865802314387,0.5913313462842484,0.7093869303594265
17,0.34459061264101265,0.6447206294973586,0.6681595772828477,0.678458223525687,0.5951438271811694,0.6942032799149562
18,0.34459061264101265,0.6447206294973586,0.6681595772828477,0.678458223525687,0.5951438271811694,0.6942032799149562
19,0.35365014756276014,0.634871458824334,0.6706210993090651,0.6790791385158673,0.5924330889051821,0.6958893614986367
20,0.35365014756276014,0.634871458824334,0.6706210993090651,0.6790791385158673,0.5924330889051821,0.6958893614986367
21,0.3323473831501519,0.6408116110600597,0.6820153487010843,0.6677583019457786,0.5944175583106952,0.7044643166177309
22,0.3323473831501519,0.6408116110600597,0.6820153487010843,0.6677583019457786,0.5944175583106952,0.7044643166177309
23,0.31915587351592667,0.6150673193585459,0.6705939436251183,0.659745057693549,0.5989783734128247,0.7012810617564137
24,0.31915587351592667,0.6150673193585459,0.6705939436251183,0.659745057693549,0.5989783734128247,0.7012810617564137
25,0.3080025651824977,0.6111670933260647,0.6820556377368514,0.6713608870896286,0.5837620007428019,0.6948273838112674
26,0.3080025651824977,0.6111670933260647,0.6820556377368514,0.6713608870896286,0.5837620007428019,0.6948273838112674
27,0.3329570370971854,0.6005725816509575,0.6911367226460471,0.6701276781784609,0.5884432449502929,0.688476465349711
28,0.3329570370971854,0.6005725816509575,0.6911367226460471,0.6701276781784609,0.5884432449502929,0.688476465349711
29,0.31466184658367263,0.6293809431517576,0.6812087354671927,0.6749087362035171,0.5933584984460919,0.6747278172064891
30,0.31466184658367263,0.6293809431517576,0.6812087354671927,0.6749087362035171,0.5933584984460919,0.6747278172064891
