shift,Jeff,Han,Sami1,Sami2,Perry1,Perry2,Tony2,Mack,Jason,Ray
0,0.5292574123996808,0.6876143893409972,0.5944727952153014,0.6151991570517235,0.738136626094291,0.6997752065522566,0.8926126211508081,0.7710453805925954,0.6133210773377678,0.7241704726190288
1,0.5209763938175295,0.6794071231219854,0.5960793214749776,0.6227482886448756,0.7402886034428506,0.7025191855463435,0.8832895840384056,0.7650827006082904,0.6148676915545563,0.709446160684789
2,0.5268788392815438,0.6855851418659415,0.5924442424533748,0.6243519105628874,0.7384942183044892,0.707203182160123,0.8771376816923802,0.7456416519378806,0.6044257350722468,0.6942696830677136
3,0.5265808323341005,0.686104428156854,0.5978719276751612,0.6208830053049732,0.7361409338600711,0.7084820888786457,0.8709044763562708,0.7354111174013154,0.5950284867100284,0.6887055253807151
4,0.5296992542821737,0.6845109526564594,0.5935237137791917,0.6261107807169877,0.7381822501470824,0.7075859786433478,0.8466923137925618,0.724562652202119,0.587577931984149,0.6789074360627687
5,0.5291289403113625,0.6885493017386184,0.5974748570385127,0.6313106496892871,0.7351533605884664,0.7018479238615398,0.8365397486976798,0.7109336119359198,0.5697713241155182,0.6676890896270096
6,0.5125328179020404,0.6829670802341741,0.5959288595297434,0.6343451627317244,0.7360092971866243,0.7058521907054629,0.8143169923290062,0.7058934722690116,0.571318936203775,0.6629217187634598
7,0.5212374753216144,0.689615930146122,0.5935820697578057,0.6381746216411741,0.7361256877637465,0.7083362274636984,0.7977132613663854,0.6916581137799281,0.5596002879058767,0.6441182230702374
8,0.519242104814001,0.6886788116794285,0.5930353001412811,0.6294611863258829,0.734330554557705,0.7123321331214596,0.7916928055204195,0.685595527060709,0.5524936069292297,0.6378092119836287
9,0.5290125888074931,0.6964903250886989,0.5874716135705502,0.6330096124717096,0.7395331840099031,0.7104132097711343,0.7668525392604673,0.6728987880683934,0.5445354932904213,0.6338037173820992
10,0.5267925762083192,0.7008312630110832,0.5924685877799255,0.6391086799524085,0.7400641059402802,0.7093847633573517,0.756525447229552,0.6617622675405828,0.529781808490485,0.6193992940930659
11,0.523436523227311,0.6941279010139308,0.5950746256378385,0.637537218670928,0.7417875139603377,0.7125494100690788,0.7433026427724173,0.6561837180306567,0.5317201112345347,0.61348056260569
12,0.5292816303410307,0.7035983284975349,0.5955504318440666,0.640851322687491,0.7420856449857256,0.7187766704892451,0.7242106795685241,0.6462602911247026,0.5224729662775218,0.5944181616957764
13,0.5256292631254191,0.7067651786810423,0.5959416785702087,0.6394439503921073,0.7414778114431428,0.7234495623155568,0.7220104881737639,0.6367476968181873,0.5135879541373759,0.5823047497193089
14,0.5382739885462049,0.7110813646918925,0.5947304735854041,0.6452346733749785,0.7448575507408943,0.7234579741824423,0.703899188821443,0.6254292844648657,0.5089286169331115,0.5819462049822444
15,0.5391228340928407,0.7154250262139549,0.6001053407669766,0.6470899477758725,0.7454526061304019,0.7230462086250259,0.6899375612305383,0.61586000208293,0.4876634972438001,0.5693324394829472
16,0.5335125140159114,0.7123450319711828,0.6008831905223971,0.6489884615757441,0.7505064028347785,0.7271503503885353,0.6892933220099284,0.6142184012694811,0.4934933342941197,0.5646026128984185
17,0.5438212272021901,0.7179939284663412,0.6065893917723204,0.6531195816767691,0.7499292898178743,0.732830624586506,0.6736976523701311,0.6092438741469036,0.4861215577387981,0.5528532610056169
18,0.5352946430286785,0.7165197076172279,0.6091985226024588,0.6525237176483849,0.7486083613064272,0.7352475592211909,0.666608771008871,0.60590076770408,0.47584372589017887,0.5504514561653433
19,0.5488073800401139,0.7107507750807882,0.6107923543759737,0.6583846998798186,0.7488565923465804,0.7352802595259812,0.6504065904636418,0.6013767516126811,0.4738659022301588,0.547064533605921
20,0.5554778307858098,0.7135685393054961,0.6199786153214902,0.6623289931061414,0.7436723985449156,0.7355577839291698,0.6433613713495098,0.59180972823143,0.45743722317233476,0.532171358488102
21,0.5569720022297074,0.7060987392320514,0.6233132480536205,0.6587046929539041,0.7439415733981005,0.7363412323337893,0.6417140408839905,0.589499667984038,0.46388759757234765,0.5292034009256722
22,0.564920356974407,0.7061322565147543,0.6263012958116831,0.6608130443145955,0.7447439380182115,0.7386749655674862,0.624137484288084,0.5826747093669619,0.4626825830429151,0.5206408248240761
23,0.5523891306356371,0.7006059952466439,0.6316459771767368,0.6599829250128904,0.7388501507924845,0.7377674958189013,0.623791868694332,0.5819179663568477,0.4552283631443077,0.5203411360035043
24,0.5621625845567816,0.6907814001898471,0.6317153954269853,0.6611984638103314,0.7395010639628923,0.7323460648184846,0.6046150471717169,0.5797674276900235,0.4590669856002405,0.5209592619091186
25,0.5602318783175786,0.6923845306806191,0.6386355172262352,0.6609389758917561,0.7367546128366558,0.7285840609828489,0.6003219079208375,0.5730402133549245,0.4407900461748423,0.5120992735428287
26,0.5564078143180506,0.6869027820603978,0.6412529889017106,0.6558070791825361,0.7354663054943886,0.7278332003883392,0.5968543293718893,0.5744350690180673,0.4502100222191771,0.5119268771997135
27,0.5615640142822469,0.689566990290249,0.6434589042593364,0.6580913024747321,0.7404256299668451,0.727871523604338,0.5823752965479929,0.5741539581768365,0.44425207087477375,0.5010824551794753
28,0.5565602405900938,0.690191902625741,0.6470356668108714,0.6614575057496581,0.7357372472658839,0.7301820297465433,0.5810883209895218,0.5726553782452831,0.44394829590345003,0.49575019491782024
29,0.5683636124872586,0.6885968486919443,0.649077101913782,0.6640670016711183,0.7400118999553335,0.7322004272679143,0.5675581417231119,0.5698316774065322,0.4465481257218134,0.5018211632564289
30,0.5687899694272425,0.6921300925050544,0.6529852501811131,0.6607204615791418,0.7372355666973571,0.7303910287430713,0.5622619856155231,0.5704696130185971,0.42951087732334103,0.49506696922860854
