shift,Jeff,Han,Perry,Tony,Jason,Ray
0,0.4966625863576096,0.3826583926676377,0.6533216497153904,0.7084438483572868,0.5969918020051193,0.7503697832250222
1,0.49426945774651765,0.38767662360960664,0.659321592135512,0.7028335555923636,0.580813699875361,0.7453993197222197
2,0.5153489042330079,0.3870126640961164,0.6551518994069254,0.7179404006592058,0.5918651849184843,0.75321188632681
3,0.514937237719695,0.36260818283950097,0.6414277048532808,0.6923038946403808,0.5818759914898434,0.7415546831898141
4,0.5183128729591278,0.36896728891017766,0.6593098645136776,0.7067034661115283,0.5859975315805733,0.7344388949087312
5,0.520158813209816,0.3502433327231324,0.6377993839067129,0.6962502622082283,0.5987201508415255,0.7235393762579998
6,0.5131609933053549,0.34966635370063137,0.6431498359556411,0.7098837426272224,0.5833533269412835,0.7396107813124784
7,0.5299689724970453,0.36204110122079164,0.6462852076480855,0.7087541038676427,0.5993992330555584,0.7156698834364719
8,0.5402110332467119,0.3551400132114678,0.6435298062145149,0.7335786374203384,0.616145755555086,0.7239155420675807
9,0.5302096087074776,0.3487161038431462,0.6465193424595513,0.7126666130772304,0.6120316608252264,0.7155823915850466
10,0.531427068287184,0.3484021261510304,0.6465230853928334,0.7054884508210997,0.6157290323195614,0.725034054117704
11,0.5202510806554091,0.35476159307781824,0.6477632610159851,0.6932879857257007,0.6001936596167681,0.703271031349141
12,0.5383376708694524,0.3561934611827336,0.6514149969619837,0.6780771371064145,0.595255851261747,0.7093735822102889
13,0.5457526830014089,0.3319479715564597,0.6473852565497994,0.6543222715041777,0.5806182547011317,0.7022877711959381
14,0.5568287767735506,0.3401208073694392,0.6567786804174767,0.6657745889908291,0.5922387820447058,0.6804977787707005
15,0.5430767300829363,0.3237145388168286,0.6363200820265331,0.6594848379260412,0.600298482904325,0.6695278481246205
16,0.5335780990247917,0.3286286526630594,0.6429372901921242,0.6643472623298228,0.5982923637686557,0.6864873079254845
17,0.5500026469360406,0.3209538538301442,0.6369933657623692,0.6669002178834051,0.5941166521688553,0.6645512433790932
18,0.54287704022176,0.30470518929898216,0.6299260981602247,0.6713002100553729,0.599073858379972,0.6738984024596669
19,0.5462432130648519,0.318964479485148,0.6387968370325442,0.6692786991619895,0.5758510623276742,0.6772375443507186
20,0.5690420736401541,0.33035888015033177,0.6467194654583798,0.6747262900158788,0.579067949742406,0.6852383311340473
21,0.5578281843810271,0.33069079557753295,0.6494060248997353,0.673652723749346,0.5604816216682157,0.6594436872758581
22,0.5599995179726354,0.3381238628422286,0.6442095482262196,0.6739363838327181,0.5702097233113521,0.6776364823813996
23,0.5438674181860569,0.3409683548915491,0.6273083569564037,0.6705714450139795,0.5685381114367793,0.6656850070805043
24,0.545591617824011,0.3462055972273682,0.6327070993580401,0.6638832157681436,0.5667988588298586,0.6715102604448504
25,0.5368640391289542,0.33262428420641565,0.6336443348988181,0.6519875746130086,0.5678951411174418,0.6694734519762753
26,0.533801564086034,0.3215823871446295,0.6364673525383168,0.6584279225999756,0.5688594350614917,0.6796787538104023
27,0.5354327154085379,0.3128281027047019,0.6276766542388487,0.6511366626280906,0.5600319789163861,0.6552495741600453
28,0.5420957904723317,0.3108134568779255,0.6386313993400093,0.6644913413354478,0.5608348303056132,0.667358689441271
29,0.5342621757454052,0.324121592625068,0.6448439504182513,0.6691007632282981,0.560158232636906,0.6465193956923196
30,0.5434715206326268,0.3378603517018095,0.6500632446126098,0.6656661232018077,0.5661007925094671,0.6465809383504764
