shift,Jeff,Han,Perry,Tony,Mack,Ray
0,0.43282939647681,0.16433746312703448,0.49090775465748293,0.5927693506940461,0.5969918020051193,0.6381338399305949
1,0.4039009707761366,0.16361766845913298,0.498951998021063,0.5600352108743188,0.5750738292833549,0.6332014013367451
2,0.411054731027204,0.17017276949002386,0.5135275837067479,0.5606376645557265,0.5822838667908261,0.6292325701186803
3,0.40178009607002485,0.1747620306388353,0.5016715050102973,0.5371247778852022,0.5792375777918108,0.6209808834242919
4,0.4186859254906353,0.18650059359188337,0.5223432883430883,0.5369002901187255,0.5882914315535491,0.6357121319234393
5,0.3998686743764694,0.18495136856751343,0.49669234869268253,0.5438825737119973,0.5956018021510514,0.6084761824543469
6,0.4070714896134562,0.19537438154080192,0.5078121166731193,0.5550226232400151,0.5864772897912521,0.6091803879072899
7,0.4006816071887847,0.21115779343095076,0.5243295038975417,0.5399391189049932,0.583607067718507,0.5993413932364675
8,0.3982537106823051,0.2089904410710416,0.5184650750152939,0.5479901867730911,0.5904891205102566,0.6082444544845002
9,0.38361133711847106,0.22408438584132864,0.5140603162912005,0.5763646242549086,0.594121848966316,0.5932134968656477
10,0.3914093540918897,0.22312519828776536,0.5088462897879898,0.5751902767794259,0.6071627214727556,0.5928600542993732
11,0.40924679926379093,0.23434934049676756,0.5376839057287465,0.5614657777954346,0.5790275629805449,0.586946474851481
12,0.4112740581994359,0.24099289793049705,0.5365283616777735,0.5627434722609344,0.594526168319989,0.583632159327308
13,0.40309307745641343,0.2187797143440862,0.5300429783817382,0.5529875001828365,0.5991355418514102,0.5774007480376725
14,0.41313092551690567,0.22485117936756652,0.5401026345859941,0.5434461865872349,0.5980644913633211,0.5829534133168357
15,0.4218479984476305,0.2166874002433716,0.5167490441962403,0.5657358085327813,0.5901296372662497,0.5497838208700263
16,0.42094635984493084,0.2099719311737738,0.5337875935316772,0.5803940559256333,0.5858080631976808,0.5450820734211077
17,0.4257530234954039,0.20579030673252355,0.5281461935141266,0.5900728394877173,0.5810489109089156,0.5356361067507676
18,0.42622259806267454,0.18984545697718283,0.5313678090577703,0.5996804470729801,0.5892710471721659,0.5407188996257373
19,0.4042398969329335,0.19007815296880406,0.5297170645128249,0.5956708577049501,0.5949451782303523,0.5372289148601901
20,0.4040424053962896,0.19347935939050714,0.528056746979786,0.5923536186077353,0.6068968796161248,0.5341653981555251
21,0.4027235155953238,0.20622393176345202,0.5447527994902166,0.5953408584151343,0.5759818217053507,0.5197340951410206
22,0.4139519002472388,0.2002575305584025,0.5483371585104249,0.595809375526581,0.5734868207371844,0.5459909323856209
23,0.409699200799194,0.16986760453215588,0.5280222341085231,0.5793738600401852,0.5557385417062474,0.5232666332126329
24,0.4163552864709321,0.17116365188485827,0.5273467844163748,0.5769519731852747,0.5612356933175553,0.5232295724430858
25,0.41239426513491706,0.17196288558447478,0.5013209047163608,0.5604818435146248,0.5462326486906751,0.5087136786765654
26,0.4086717016479842,0.17365358830862399,0.5274872699440917,0.5562116247645303,0.544701682242716,0.5058383475177081
27,0.415559780151942,0.16827910960081377,0.529835354406442,0.5730295201038803,0.5545408458282335,0.49797857338387386
28,0.4307233036400183,0.16787887755501896,0.5360732733154678,0.5801646991151903,0.5548723820719224,0.5063476730510197
29,0.4424978668707325,0.18032499647930736,0.5352845537346804,0.5881605359513874,0.555444165095194,0.5173857769310697
30,0.44149577469809553,0.18334476342785647,0.533890163515883,0.5928172660076454,0.5619384971911286,0.5314353176842403
